962,3,5,0,5,2,14
0,759,4,0,7,0,9
11,3,2949,0,26,1,58
0,0,1,176,0,0,2
2,0,19,0,1439,0,22
1,0,2,0,1,367,1
4,5,49,1,28,1,3384
